CarName,NumberPlate,Kilometres,Body,Seats,FuelType,Engine,Transmission,History,RegistrationExpires,WoFExpires,ModelDetail
1998 BMW 328i,EDD369,"163,794km","Dark Blue, 4 door, Sedan",5,Petrol,"6 cylinder, 2800cc",Tiptronic,"2 owners, Imported",Sep 2021,This month,E46
